PROMEDIO;STD;APRO_N1;APRO_N2;APRO_N3;APRO_N4;APRO_N5;APRO_N6;APRO_N7;APRO_N8;PERD_N1;PERD_N2;PERD_N3;PERD_N4;PERD_N5;PERD_N6;PERD_N7;PERD_N8;RETIROS;STATUS
15,38;1,77;7;6;7;9;5;5;5;5;1;2;0;0;0;0;0;1;1;1
15,71;2,12;7;6;7;5;5;4;2;0;3;2;0;1;1;0;0;0;0;1
14,25;1,69;7;4;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;2
14,22;2,26;6;4;5;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
15,69;1,30;7;6;7;9;5;5;5;6;0;0;0;0;0;0;0;4;0;1
16,50;0,93;5;5;6;6;1;0;0;0;0;0;0;0;0;0;0;0;0;2
12,17;3,96;6;5;1;0;0;0;0;0;7;2;1;1;1;0;0;0;0;2
12,76;2,54;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1
14,53;2,43;5;4;4;0;0;0;0;0;2;4;2;0;0;0;0;0;0;1
16,87;1,52;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
15,58;1,20;7;6;7;5;6;5;5;6;0;0;0;0;0;2;1;1;0;1
13,09;4,79;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
15,79;1,30;7;6;7;5;6;5;5;6;0;0;0;0;0;0;1;1;0;1
13,58;1,93;8;2;0;1;0;0;0;0;1;1;2;1;0;0;0;0;0;1
15,37;1,75;8;4;6;6;7;2;0;0;0;1;2;0;0;0;0;0;0;1
14,81;1,69;8;4;5;6;5;4;0;0;2;0;0;2;3;1;0;0;0;1
14,73;1,60;6;7;7;5;6;5;5;7;0;5;3;1;1;2;1;0;0;1
12,43;3,46;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
13,82;3,29;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
10,60;2,54;4;0;0;1;0;0;0;0;11;3;0;0;1;0;0;0;0;2
11,75;6,71;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
13,73;1,91;4;1;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;1
11,87;2,74;5;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
0,25;0,18;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
15,61;1,69;8;5;8;9;5;6;5;6;0;0;4;0;0;0;0;1;0;1
17,43;1,41;6;7;8;8;6;5;5;6;0;0;0;0;0;0;0;1;0;1
13,73;3,05;5;3;0;0;0;0;0;0;1;5;2;0;0;0;0;0;0;2
12,46;4,44;7;2;2;1;0;0;0;0;4;1;1;1;0;1;0;0;0;2
15,68;1,73;6;7;8;9;5;5;5;7;1;2;0;1;0;0;0;1;0;1
13,74;2,93;5;3;3;0;0;0;0;0;0;3;1;0;0;0;0;0;0;1
13,92;2,66;6;3;1;0;0;0;0;0;0;4;4;0;0;0;0;0;0;2
12,43;4,33;5;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
15,92;1,46;7;6;7;9;5;5;5;6;0;0;0;0;0;0;0;1;0;1
16,01;2,04;8;5;7;8;7;6;5;6;0;1;3;1;0;0;0;1;0;1
13,44;3,02;6;3;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1
1,93;0,00;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
13,87;2,10;7;5;4;1;1;0;0;0;3;2;2;2;0;0;0;0;0;2
15,52;1,26;6;5;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1
14,53;1,51;8;4;6;2;1;0;0;0;4;3;1;1;2;1;0;0;0;1
14,62;2,08;4;3;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;2
16,27;1,35;6;7;7;8;7;5;5;5;0;1;0;0;0;0;0;1;1;1
11,24;5,79;4;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
12,78;4,30;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
5,73;2,23;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
17,47;2,14;8;4;8;9;5;5;8;5;0;0;0;0;0;0;0;0;2;1
15,61;1,83;5;5;6;6;6;0;0;0;2;0;0;0;1;0;0;0;0;1
12,33;2,06;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
14,95;2,13;6;4;6;5;5;1;0;0;4;1;1;1;0;0;0;0;0;1
17,47;1,39;6;7;8;8;6;5;5;7;0;0;0;0;0;0;0;0;0;1
13,39;3,31;7;2;0;1;0;0;0;0;7;3;0;0;0;0;0;0;0;1
11,28;6,01;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
16,38;1,35;6;5;5;4;1;0;0;0;0;0;1;0;0;0;0;0;0;1
16,52;2,28;7;6;7;5;6;5;5;6;2;0;0;0;0;0;0;1;0;1
16,05;1,62;7;6;7;5;6;5;5;6;0;0;0;0;0;1;0;2;0;1
15,50;1,47;5;5;5;5;2;0;0;0;0;1;1;0;2;0;0;0;0;1
14,81;1,36;7;4;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
13,22;2,94;6;3;4;0;0;0;0;0;5;4;1;0;0;0;0;0;0;2
13,99;2,55;5;4;3;1;0;0;0;0;1;5;0;0;1;0;0;0;0;1
14,76;1,05;7;4;6;3;2;1;0;0;2;2;1;5;1;0;0;0;0;1
12,31;5,15;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
15,93;1,21;8;4;6;6;7;5;1;0;0;1;0;0;0;0;0;0;0;1
1,71;1,27;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
12,05;2,80;5;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;2
15,05;1,39;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
10,68;4,13;4;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;2
17,06;0,78;6;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
16,29;1,59;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
16,05;1,49;7;6;7;8;5;5;5;7;0;0;1;0;0;1;0;0;0;1
15,13;2,77;6;4;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
14,53;3,11;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
15,75;1,30;8;4;6;6;7;4;1;0;1;1;1;1;0;0;0;0;0;1
15,32;1,58;5;5;6;6;5;1;0;0;1;1;1;0;1;0;0;0;0;1
15,06;0,86;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
14,18;1,72;7;7;5;5;4;2;0;0;1;1;1;0;5;0;0;0;0;1
14,07;3,58;5;3;3;4;3;0;0;0;2;2;4;0;0;1;0;0;0;1
14,01;1,63;5;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
8,13;1,65;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
15,12;2,21;6;6;7;5;6;5;5;6;2;1;1;0;1;0;0;1;0;1
14,70;1,18;8;4;6;5;2;0;0;0;3;4;0;0;0;0;0;0;0;1
10,93;2,01;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2
14,60;2,29;7;6;7;5;6;5;5;7;6;1;3;0;0;1;1;0;0;1
11,35;4,51;5;1;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;2
16,56;1,24;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15,70;1,55;7;6;7;6;6;5;5;3;1;0;0;0;0;1;0;0;0;1
14,71;1,23;5;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
15,89;1,61;7;7;5;6;7;5;5;0;0;0;0;1;2;0;1;0;0;1
12,61;1,51;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;2
10,15;1,69;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
15,77;1,34;5;5;5;6;6;0;0;0;0;0;2;0;0;0;0;0;0;1
13,59;3,58;5;4;2;2;0;0;0;0;2;2;3;0;0;0;0;0;0;2
15,31;2,41;8;4;6;6;7;1;0;0;0;2;1;0;2;0;0;0;0;1
5,52;5,02;1;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1
15,50;1,28;8;4;6;6;5;2;0;0;0;3;0;0;0;1;0;0;0;1
12,64;3,82;7;2;1;1;0;0;0;0;3;6;4;0;0;0;0;0;0;1
16,35;1,59;6;7;7;8;7;5;5;6;1;0;1;0;0;0;0;1;1;1
15,76;1,63;5;5;6;5;2;0;0;0;0;3;1;0;0;0;0;0;0;1
13,81;2,76;5;5;0;1;0;0;0;0;2;1;1;0;0;0;0;0;0;1
13,90;1,88;5;4;1;0;0;0;0;0;1;5;0;1;0;0;0;0;0;1
15,05;0,88;5;5;6;6;6;4;0;0;0;0;2;0;1;0;0;0;0;1
13,51;2,66;4;3;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;1
13,19;2,44;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
14,60;1,39;7;5;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2
16,13;1,45;7;7;5;5;7;5;5;7;0;0;0;0;2;0;0;0;0;1
17,18;1,32;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
16,37;1,33;7;6;7;9;5;5;5;7;0;0;0;0;0;0;0;0;0;1
13,96;2,84;5;4;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;2
16,13;1,71;6;5;5;4;1;0;0;0;0;0;1;0;0;0;0;0;0;1
12,75;4,01;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
13,16;2,85;4;1;0;1;0;0;0;0;4;1;0;0;0;0;0;0;0;2
14,98;2,14;7;7;6;5;6;5;2;0;3;2;1;2;0;0;0;0;0;1
9,80;5,00;3;0;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;2
13,71;2,86;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
16,08;0,62;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13,08;1,23;4;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1
12,79;2,22;5;5;1;0;0;0;0;0;5;3;1;0;0;0;0;0;0;1
13,34;2,31;5;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
16,73;1,62;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
15,68;1,26;8;4;6;6;7;4;0;0;0;1;0;0;0;0;0;0;0;1
11,69;3,85;3;3;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;1
13,08;4,09;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;2
8,30;1,81;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
16,16;1,24;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13,79;1,91;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
15,43;1,30;7;7;5;6;7;5;4;0;3;0;0;0;2;1;0;0;0;1
15,24;1,87;7;6;7;8;6;5;5;7;2;3;2;2;0;1;1;1;0;1
14,38;1,77;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
2,96;1,38;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
14,90;2,33;7;6;7;5;7;5;3;0;1;2;1;3;1;1;0;0;0;1
16,27;1,29;7;6;7;5;6;5;5;7;0;0;0;0;0;0;1;0;0;1
8,34;4,12;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
15,84;1,22;6;7;8;8;6;5;5;6;1;1;1;0;0;0;0;1;0;1
15,47;1,85;8;5;8;8;4;6;5;7;1;0;1;2;1;1;0;0;0;1
13,68;2,29;6;4;2;1;0;0;0;0;5;3;3;0;0;0;0;0;0;2
15,79;1,27;7;6;7;9;5;5;5;6;0;0;0;0;0;0;0;1;0;1
13,17;2,76;7;2;0;1;0;0;0;0;3;3;1;0;0;0;0;0;0;1
13,86;2,72;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
7,87;3,58;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
13,18;4,02;7;5;2;0;0;0;0;0;2;5;0;0;0;0;0;0;0;2
15,86;1,72;6;7;7;8;7;5;5;6;1;0;1;0;0;0;0;3;0;1
8,05;6,72;5;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;2
1,99;1,65;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
16,27;1,56;6;7;7;9;6;5;5;4;0;0;2;0;0;0;0;0;0;1
13,29;4,33;5;2;0;1;0;0;0;0;4;3;1;0;0;0;0;0;0;1
16,33;1,89;5;5;6;6;6;0;0;0;1;0;0;0;1;0;0;0;0;1
14,48;0,59;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
14,66;3,03;5;3;5;4;3;0;0;0;0;3;2;1;1;0;0;0;0;1
15,55;1,06;6;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;2
15,70;2,04;7;6;7;5;5;5;5;6;1;1;1;1;2;0;0;1;0;1
15,37;1,19;6;7;7;5;6;5;5;2;0;2;4;0;0;0;2;5;0;1
13,20;1,90;4;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;1
13,69;1,88;6;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;2
13,57;3,00;7;6;6;2;2;0;0;0;3;4;0;0;1;1;0;0;0;1
0,22;0,19;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
1,46;1,23;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
14,71;1,31;7;6;7;5;6;5;5;0;2;2;1;0;0;1;2;0;0;1
13,31;4,01;6;4;2;2;0;0;0;0;2;2;1;0;0;0;0;0;0;2
14,99;2,35;7;7;6;5;6;5;2;0;3;4;0;0;1;0;0;0;0;1
9,97;4,97;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;2
14,23;1,34;4;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;2
15,41;1,16;5;5;6;6;6;1;0;0;0;0;0;1;0;0;0;0;0;1
15,57;2,53;6;6;5;6;6;5;5;2;2;2;1;0;2;0;0;0;0;1
15,51;2,38;7;6;7;5;6;5;5;2;1;0;1;2;0;0;0;0;0;1
14,48;1,48;3;3;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0;1
13,28;3,76;6;3;3;1;1;0;0;0;2;3;1;0;0;0;0;0;0;1
15,23;2,15;5;5;6;5;3;0;0;0;0;1;2;0;1;0;0;0;0;1
14,71;1,83;5;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
14,26;1,93;6;5;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1
12,59;4,33;7;6;4;0;0;0;0;0;0;0;10;0;0;0;0;0;0;2
11,67;5,33;6;3;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;2
11,80;4,40;4;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2
15,80;1,82;7;6;7;5;6;5;5;0;0;1;1;0;2;0;0;0;0;1
16,12;1,51;7;6;7;9;7;5;5;7;0;0;2;0;0;0;0;0;0;1
13,84;1,80;5;4;3;2;0;0;0;0;2;5;5;0;0;0;0;0;0;2
15,84;1,25;5;5;6;6;6;5;0;0;0;0;2;0;0;0;0;0;0;1
13,08;2,62;6;3;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;1
17,13;1,37;7;6;7;9;6;5;5;7;1;0;0;0;0;0;0;0;0;1
13,51;3,35;7;4;4;4;1;0;0;0;4;3;4;3;1;0;0;0;0;2
5,17;4,49;2;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;2
14,58;2,94;7;5;6;6;5;1;0;0;3;8;0;1;1;0;0;0;0;1
12,50;5,00;3;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
13,43;2,64;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;2
14,93;0,56;5;4;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
13,39;2,70;8;3;3;0;0;0;0;0;4;4;3;3;0;0;0;0;0;2
16,80;1,26;7;6;7;5;6;5;5;3;0;0;0;0;0;0;0;0;0;1
4,26;1,77;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
10,73;3,58;4;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2
4,45;1,46;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
12,33;5,23;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
16,03;1,99;5;5;6;6;6;0;0;0;1;0;0;0;1;0;0;0;0;1
15,16;1,67;7;7;6;5;6;5;5;2;2;1;1;0;1;4;0;0;0;1
15,09;1,39;8;5;8;8;6;6;5;6;0;0;3;0;0;0;0;4;0;1
6,33;2,83;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;2
14,88;1,19;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
16,64;1,34;5;5;6;6;7;3;0;0;0;0;0;1;0;0;0;0;0;1
14,79;0,74;6;5;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
14,03;2,33;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
13,25;1,21;4;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;1
15,08;1,34;7;6;7;6;6;5;5;0;0;0;0;0;0;2;4;0;0;1
15,54;1,37;7;6;7;8;7;5;5;7;1;0;2;0;0;0;1;0;0;1
14,76;2,11;7;6;7;6;5;3;1;0;3;3;2;2;4;0;1;0;0;2
16,68;1,49;8;4;8;9;5;5;8;7;0;0;0;0;0;0;0;0;0;1
15,58;2,03;7;6;7;8;7;5;5;6;2;1;0;4;1;0;0;1;0;1
9,18;3,15;2;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;1
7,65;1,85;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
12,53;4,07;5;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;2
12,87;1,58;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2
12,92;3,61;6;2;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;2
13,22;4,03;8;2;0;1;1;0;0;0;0;2;1;0;0;0;0;0;0;2
16,31;1,44;5;5;6;6;6;0;0;0;1;0;0;1;1;0;0;0;0;1
16,62;1,62;7;7;5;5;7;5;5;7;0;0;0;0;0;0;0;0;0;1
15,43;2,44;8;5;6;6;7;4;0;0;2;1;1;2;2;0;0;0;0;1
13,55;2,93;7;5;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;2
11,90;4,46;6;4;1;0;0;0;0;0;2;4;2;1;1;0;0;0;0;2
3,34;1,04;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
12,09;3,95;7;6;3;1;3;1;0;0;7;8;6;1;0;0;0;0;1;2
14,70;1,92;5;4;1;3;0;0;0;0;1;2;3;0;0;0;0;0;0;2
14,49;2,11;7;5;8;5;5;5;3;0;2;1;1;1;4;2;1;0;0;1
12,75;2,62;4;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;2
13,77;1,47;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
15,55;1,52;8;5;6;6;6;4;0;0;3;1;0;1;1;0;0;0;0;1
5,84;2,70;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
16,02;1,13;7;7;5;5;7;5;5;7;0;0;0;0;0;0;0;0;0;1
13,33;3,01;6;4;1;0;0;0;0;0;3;2;0;0;0;0;0;0;0;2
12,15;3,58;6;3;0;0;0;0;0;0;2;4;2;0;0;0;0;0;0;2
13,31;4,36;7;7;6;4;0;0;0;0;2;1;1;1;4;0;0;0;0;2
14,89;2,03;7;7;6;6;6;4;0;0;3;3;2;1;1;0;0;0;0;1
12,98;1,95;3;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;1
16,37;1,27;7;7;5;5;7;5;5;7;0;0;0;0;0;0;0;0;0;1
2,22;0,95;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;0;2
16,33;1,41;5;5;6;6;6;0;0;0;0;0;1;0;1;0;0;0;0;1
13,40;1,46;4;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;1
13,14;3,92;4;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;2
13,95;1,76;4;2;1;1;0;0;0;0;3;4;0;0;0;0;0;0;0;1
14,92;1,07;8;4;6;6;6;5;3;0;0;0;1;1;3;1;0;0;0;1
14,23;2,44;8;5;6;5;6;2;0;0;1;0;1;1;4;5;1;0;0;1
4,29;1,33;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;2
14,66;2,81;7;4;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;2
13,95;2,50;5;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2
14,87;2,83;7;3;0;1;1;0;0;0;4;0;0;0;0;0;0;0;0;2
16,60;1,79;7;6;7;6;6;5;5;6;0;1;0;0;0;0;0;1;0;1
10,21;2,85;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
11,09;5,37;6;1;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;1
18,25;1,27;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
13,97;2,75;7;7;6;5;4;3;0;0;4;6;1;2;4;0;0;0;0;1
9,12;4,70;4;0;0;0;0;0;0;0;4;1;0;0;1;0;0;1;0;2
8,32;3,29;2;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;2
14,43;2,65;7;6;7;8;6;5;5;1;2;4;3;3;2;0;0;0;0;1
15,75;1,99;5;5;6;6;4;0;0;0;3;2;0;0;0;0;0;0;0;1
15,73;1,74;6;7;5;5;7;5;5;0;4;1;2;0;1;0;0;0;0;1
16,00;1,96;7;6;7;5;6;5;5;6;0;1;1;0;0;0;0;1;0;1
15,92;1,72;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14,79;1,14;8;4;7;5;0;0;0;0;1;0;2;1;0;0;0;0;0;2
12,96;1,14;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2
15,43;1,92;6;5;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1
13,55;1,29;4;2;0;0;0;0;0;0;4;3;2;0;0;0;0;0;0;2
13,13;3,65;7;4;1;1;0;0;0;0;1;5;1;0;0;0;0;0;0;2
16,74;1,58;8;4;8;9;5;5;8;7;0;0;0;0;0;0;0;0;0;1
12,90;2,56;6;2;0;0;0;0;0;0;5;1;1;0;0;0;0;0;0;2
14,58;3,60;5;5;6;2;1;0;0;0;0;0;0;4;0;0;0;0;0;2
14,97;1,86;5;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
12,62;3,42;5;3;2;1;0;0;0;0;2;5;2;0;1;0;0;0;0;2
10,73;5,27;5;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;2
14,49;1,38;7;5;4;0;0;0;0;0;4;1;2;0;0;0;0;0;0;2
13,46;4,24;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
14,86;1,16;7;7;5;6;6;5;2;0;1;3;1;1;0;0;0;0;0;1
8,92;3,52;1;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;2
7,30;4,93;3;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;2
13,70;2,93;7;6;2;3;0;0;0;0;1;4;2;0;0;0;0;0;0;2
15,52;0,88;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14,23;1,63;8;2;2;1;1;0;0;0;3;5;2;1;0;0;0;0;0;2
12,21;2,44;5;1;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;2
14,30;3,57;8;4;2;1;0;0;0;0;2;4;0;0;0;0;0;0;0;2
16,46;2,36;5;5;6;6;7;4;0;0;0;1;0;1;0;0;0;0;0;1
17,34;1,32;8;4;8;9;5;5;8;6;0;0;0;0;0;0;0;1;0;1
15,92;1,94;7;7;5;6;6;5;4;0;1;3;0;2;1;0;0;0;0;1
15,29;1,97;8;5;6;7;7;5;0;0;3;0;0;1;2;0;0;0;0;1
14,07;3,34;6;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2
16,38;1,69;7;7;5;5;7;5;5;6;0;0;0;0;2;0;0;1;0;1
15,04;2,95;7;6;7;6;6;5;5;7;2;4;0;0;0;0;0;3;2;1
12,73;1,92;3;1;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2
15,11;1,40;8;3;4;3;0;1;0;0;0;3;0;0;0;0;0;0;0;2
1,04;0,73;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2
16,32;1,77;7;7;5;5;7;5;1;0;0;0;1;0;0;1;0;0;0;1
14,26;1,67;7;4;6;3;3;0;0;0;9;1;0;1;0;0;0;0;0;1
14,07;2,30;6;5;2;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2
14,26;2,16;5;3;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1
15,48;2,48;7;7;6;7;6;5;5;3;2;4;2;1;0;0;0;0;0;1
14,09;2,18;7;7;5;5;7;4;0;0;3;2;3;1;1;0;0;0;0;1
15,66;1,80;7;7;5;5;7;3;0;0;1;2;2;1;2;0;0;0;0;1
15,49;0,74;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
15,76;1,83;5;5;6;6;6;4;0;0;1;2;0;0;0;0;0;0;0;1
14,51;0,75;8;5;6;2;0;0;0;0;3;2;2;0;1;0;0;0;0;1
15,66;1,63;7;6;8;8;6;6;5;6;0;0;1;0;0;0;0;1;0;1
15,10;1,25;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
13,15;2,69;3;1;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2
15,32;2,48;7;6;7;6;6;5;5;6;2;3;0;1;1;0;0;2;0;1
14,95;1,88;6;2;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2
13,61;1,49;4;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1
13,97;3,06;5;4;4;6;2;1;0;0;1;4;2;3;2;0;0;0;0;1
14,89;1,22;6;3;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2
13,72;2,36;6;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;1
15,48;2,31;7;6;7;9;5;5;5;6;0;2;2;1;0;0;1;1;0;1
15,74;1,44;5;5;6;5;5;0;0;0;1;2;1;0;0;0;0;0;0;1
15,55;1,26;5;5;6;6;6;0;0;0;0;0;1;0;1;0;0;0;0;1
12,46;2,73;4;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;2
12,63;3,58;5;1;0;1;0;0;0;0;5;1;0;0;2;0;0;0;0;2
12,74;3,79;6;2;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1
17,08;1,58;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
14,42;1,91;8;4;3;1;0;0;0;0;1;3;2;1;0;0;0;0;0;1
0,03;0,00;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2
12,15;2,85;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
12,00;2,75;3;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2
14,72;3,37;8;5;7;8;6;7;5;5;0;2;7;0;0;0;0;3;0;1
12,86;1,56;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2
12,61;3,89;6;4;0;0;0;0;0;0;2;8;1;0;0;0;0;0;0;2
